GroupID,X,Y,Z
77.0,-221.190830016193,-0.79309687533462,207.9925276011037
77.0,-226.96280455624952,-1.6763266043642588,212.91335423879536
77.0,-222.91227595050572,-1.6796843133581134,208.80339985171966
77.0,-223.14199252437245,-3.1387475840247574,209.53594855255415
77.0,-222.6698843279431,-3.253206781795677,209.48366131610396
77.0,-227.34548284458415,-3.5204017191703363,213.28192820111963
77.0,-226.81592585027516,-3.6242965993400227,212.76117673009549
77.0,-227.1088321432782,-3.7316460578228217,213.12130638969023
77.0,-227.07216630146996,-3.769677370236905,213.1597027599604
77.0,-217.41232362249815,-0.2709286828734359,206.41601021799198
77.0,-218.2796274471964,-0.47658535418667847,207.09734904583337
77.0,-222.27997034117925,-0.5964786477599221,210.63777146657932
77.0,-226.13327701262202,-0.825078128074918,214.97448317621928
77.0,-227.8462725446586,-1.22054665500876,216.75833992115352
77.0,-222.76937591415654,-1.2752829744679555,211.83570591712726
77.0,-221.49696399160644,-2.934301531229808,210.24658917629998
77.0,-225.9848595002039,-3.9141543043628837,214.78672834473812
77.0,-224.88257645147053,-4.037737179895019,214.05134195060444
0.0,-227.75481619247375,-52.1265122739532,233.7510606990514
0.0,-227.66011125242383,-52.34727070160548,234.6321957644998
0.0,-227.67581409203066,-52.41186633942432,234.60253672753223
0.0,-226.72805104103796,-52.22005036794412,233.6229227507539
0.0,-230.26208968553962,-53.01285706628199,236.67708023393234
0.0,-231.39796361256475,-53.59420837896804,237.85706609405116
0.0,-228.08422016429455,-52.93206605669736,234.92944479979758
0.0,-222.94961448310877,-51.677708395616115,228.60190609185676
0.0,-228.1162145848431,-52.978230252580744,234.88797096001414
0.0,-223.02932845431678,-52.00979995770479,228.74698131993003
0.0,-232.79588030322725,-54.36717111436928,239.62893671116552
0.0,-232.81811317658205,-54.43861930753885,239.59111293043088
0.0,-228.27176720897222,-53.661090881540254,234.3713822700849
0.0,-231.7513621237632,-54.5698773600617,238.29870791262078
0.0,-227.3597928273282,-53.59159688328736,233.69211594180513
0.0,-231.80216802179052,-54.60586680279778,238.24104131162844
0.0,-231.70109214606322,-54.63542637520631,238.3325694009471
0.0,-230.35403381899164,-54.29479252806538,236.56250880856322
0.0,-231.20883214407968,-54.61904082190287,237.72288870529735
0.0,-223.2578109241124,-52.73385513266226,229.3971392821325
0.0,-223.2580591792135,-52.81384810312813,229.37849416777496
0.0,-225.0882424870312,-53.282522371653755,231.46327081098627
0.0,-233.65482930142394,-55.34202530698108,239.79491291943154
0.0,-224.99256475735956,-52.570207821888495,229.88201563928266
0.0,-229.70293834605795,-53.89139973583033,235.2416718132121
0.0,-224.69403238202898,-53.64020373686612,229.74611290745815
0.0,-223.046175703413,-53.28014503134107,228.21997613058159
0.0,-227.0557430388069,-52.20203924084476,234.2926294648181
0.0,-229.43349602286705,-52.89421276852077,236.9156771663373
0.0,-224.88132622962084,-52.00231234092468,232.75477687401045
0.0,-229.52129647764147,-53.24357396267377,236.8648096991837
1.0,-212.42023150499548,-21.264574094237158,298.29905325999
1.0,-211.9806068830125,-22.798904254564412,297.45186303765615
1.0,-226.87943529493828,-22.68238409531399,285.2070813878856
1.0,-218.7684894382365,-27.38824375578677,275.22371968076146
1.0,-221.1724640219202,-27.74026218869284,278.41956482228005
1.0,-222.826207075637,-28.077633441203503,280.8074094596422
1.0,-222.53270233906585,-29.535623798688793,279.8415066296488
1.0,-223.6293017695916,-25.800628104389197,285.42587607980556
1.0,-224.06821509429597,-21.772179263232506,290.16224939397546
1.0,-222.3508587447711,-21.741798745612822,288.0344746841996
1.0,-223.10441059107777,-23.318712290946706,288.9773266860371
1.0,-213.9494133645761,-26.14095379596475,277.84096395266977
1.0,-217.68539479749592,-26.705128212791454,282.9076627912029
1.0,-215.81597633956528,-26.86103226217949,279.4955296796002
1.0,-220.7947826699719,-27.829930996373157,285.9677568882774
1.0,-213.58535283907128,-26.946429446432198,277.6117877176804
1.0,-215.0422894884775,-27.371841519186102,279.34502363694224
1.0,-213.19652728926405,-27.432389904953975,277.52728669611326
1.0,-221.29717977286074,-22.113269685129875,292.0014452451931
1.0,-221.28440566088142,-22.12489397270071,292.0102453251904
1.0,-223.98641687727223,-22.5963170620941,294.7538933095951
1.0,-219.54513248821056,-22.224081884691774,288.5083941548954
1.0,-215.20068021140028,-25.728437329888315,283.4803201245183
1.0,-215.2089218212174,-25.87708143488076,283.59891824167653
1.0,-215.67749942711774,-26.41245502127692,283.5800425802727
1.0,-214.67124678850348,-26.301537002638614,282.09701796609716
1.0,-215.7197901981267,-26.449112486503193,283.54445622294776
1.0,-217.00947232501403,-26.94619645549403,285.7900020180127
1.0,-218.64794337496835,-24.11464303210682,291.52558125241103
1.0,-219.1716015798887,-23.47470370840715,292.51225137530054
1.0,-218.88969767632796,-23.739036561992283,292.96373234803866
1.0,-211.41139034155725,-27.95466408732876,282.50467475614323
1.0,-218.97784652896175,-20.36245335003729,296.33102026948313
1.0,-214.20319135683158,-22.380346997062585,291.0144073796015
1.0,-214.18899199702275,-22.381491340236213,291.02477037933943
1.0,-222.74928306152836,-27.452773780405312,283.016823981192
1.0,-224.44890072889524,-20.274206670997142,288.2750509275249
1.0,-221.29744599018898,-26.205103475005522,284.59063686577736
1.0,-222.8272387248401,-24.32242036708502,291.59351817734347
1.0,-217.80141369505375,-25.91253078656843,285.6643543342928
1.0,-214.4674186372251,-25.994596825180142,281.1188265071858
1.0,-216.71797805669223,-26.380926943258604,283.6671483692441
1.0,-218.87966026202128,-26.657962851948113,286.238656563431
1.0,-215.85306828098555,-27.898229909006393,281.5748471172139
1.0,-222.53865915633918,-20.948375033402606,295.30773202327174
1.0,-221.3983641153116,-22.121244309488215,293.7534361343815
1.0,-219.9901635533716,-23.385939643226198,292.5486077118156
1.0,-212.57316960801808,-25.77445692911568,281.8184874257696
1.0,-221.61999781624394,-28.249188313835997,277.49861035343747
1.0,-217.8729667724238,-18.237522298580583,299.49996320715786
1.0,-216.7156875587549,-18.323509978412588,298.16650375236645
1.0,-217.17559596238738,-18.670207574237754,298.5956804614911
1.0,-211.91318313924035,-25.264063197319146,290.8726663560883
1.0,-212.74343791261325,-25.769654893682162,292.9384108398255
1.0,-208.87071926683515,-23.270367681755125,292.0036505983024
1.0,-208.86613724742068,-23.7669297068208,292.23055657460924
1.0,-211.15913305403723,-21.72145068538259,298.77967905083045
2.0,-283.44316929263016,-10.915421220056208,208.02648531563105
2.0,-279.3269226880739,-11.161528331087322,206.24141999893436
2.0,-284.94563189160664,-12.124704544812316,209.5574530878521
2.0,-283.10941441033276,-12.75649012417423,208.2978409398904
2.0,-284.2775398478681,-12.852605357088743,209.28188094915632
2.0,-282.50522779997226,-12.892062046968757,207.87445428546454
2.0,-283.02230348352464,-12.186574792718691,212.24715320730118
2.0,-284.1319899590367,-12.918138350223552,212.14013464608803
2.0,-280.2939483548464,-12.848803241181853,208.8034012767253
2.0,-284.49810992146286,-13.221073988666562,211.88916558248667
2.0,-286.3354186164348,-14.924360202885051,214.22453435582474
2.0,-283.1188483616081,-14.390031758268476,218.5312291506566
2.0,-280.6810336506626,-9.720673519999524,208.06315127124185
2.0,-279.04557022295853,-10.526080080344922,206.49896413762048
2.0,-282.3386063597127,-11.264250508192031,208.97747687779307
2.0,-282.72262070727203,-13.156544810938964,210.30665332205393
2.0,-285.40688570382724,-13.325579362009446,211.2459370865469
2.0,-281.61318405814364,-13.13735299233846,209.29894362997496
2.0,-286.59099894987776,-13.767660413501334,212.90939137696463
2.0,-285.2522889666493,-13.783972718618891,211.4147612362679
2.0,-282.5901400265262,-14.112292388941361,212.79052684497307
2.0,-283.929832009444,-14.198423138068145,213.43861234955818
2.0,-285.2037059377861,-14.26379673110614,215.4287797144618
2.0,-285.1501056465877,-14.264090145249524,215.4997027588754
2.0,-281.08659623575215,-14.654942342909962,214.83113629173448
2.0,-282.3826999924519,-14.709229267044222,215.8289392130818
2.0,-283.5041100353051,-15.230100184299282,220.14695711217593
2.0,-284.04553230754397,-15.319348236699188,220.30761799696532
2.0,-281.764146156766,-8.598593156941508,203.1543085347903
2.0,-279.92072402990215,-8.687622553577274,204.92303441907407
2.0,-281.7974423718387,-9.296846118172288,205.54173367800666
2.0,-280.4112065387716,-9.32251869270852,204.67216069551694
2.0,-279.6889178100891,-9.730313831682285,204.28023369208447
2.0,-279.8822219344179,-9.851669114495445,204.40363451836328
2.0,-281.3047566670725,-9.997105762365415,205.5310255987197
2.0,-282.86298444014653,-10.28872445296884,205.98064146758858
2.0,-280.9104660754381,-10.44577622704693,205.1124226247905
2.0,-282.30345011757964,-10.823655078969017,206.2767078138584
2.0,-281.6342641120206,-8.566092415329061,200.4431137836146
2.0,-280.5692772689148,-8.548632302377811,203.2086266492051
2.0,-283.26893728222103,-11.547474122912263,205.5908680781524
3.0,-251.2099446974346,-66.52072206910405,272.6984860056322
3.0,-251.69047662030493,-67.17291912571373,273.09483089680595
3.0,-256.7310212666368,-70.44653230805403,277.54437047347886
3.0,-256.2433056745065,-70.34470916642687,277.1613353096841
3.0,-257.0037554756161,-70.45294854774589,277.7069030051012
3.0,-250.54316692419152,-65.01458880788047,273.0428003834881
3.0,-251.96286804322676,-80.40083736301705,288.35969647547404
3.0,-263.0119051831794,-67.92248352899944,258.64811046296415
3.0,-264.6884126930056,-75.9066490315783,260.6324892497907
3.0,-260.2358159318494,-71.91426060253067,260.4311949562128
3.0,-260.21950230325535,-71.96350601380054,260.4338927660775
3.0,-257.9943316380729,-73.31116432532863,261.85747726703823
3.0,-257.937312176413,-73.32967798670016,261.9084605092841
3.0,-266.3057312581991,-76.48366073681092,270.83357613649576
3.0,-265.3750218370194,-80.56831723091368,273.70152936563414
3.0,-262.8749583684142,-79.85248961197613,270.9843396399111
3.0,-260.67740635857785,-76.4417713779139,273.87563635890604
3.0,-263.75464250662134,-83.67267622696278,277.2217115564704
3.0,-268.77173185656244,-76.89576020206289,263.9601997776111
3.0,-266.9161290671086,-75.82708280463291,266.019078206312
3.0,-270.59862907619,-83.30870552399112,269.5073490202013
3.0,-269.2018568430435,-82.34793677245355,268.1872718507614
3.0,-268.2256225197913,-82.36739676857492,267.1179547494371
3.0,-269.2705344119076,-82.94139169638531,268.1418138755181
3.0,-259.81394154432013,-68.40219575980389,261.0876211695863
3.0,-265.9992004675153,-80.89079723639709,268.91444952318426
3.0,-261.56619098490006,-72.54798534621426,276.7898430203869
3.0,-264.9968915187072,-82.49212721958295,280.5731609878234
3.0,-266.0001304630121,-72.13070810999682,250.77902439686073
3.0,-267.5099770474172,-69.98484972967712,256.6655484661527
3.0,-265.1295580794004,-78.791116705622,258.89765262630635
4.0,-239.77384652736143,-18.011778303315072,211.19977844170504
4.0,-236.8850890425766,-18.789551215766725,209.72598531357855
4.0,-234.1399135141062,-18.161191757517393,210.1352902705812
4.0,-234.76345201584854,-19.087747804757164,210.30008741059697
4.0,-236.869208292377,-7.097010444120437,214.10609518550717
4.0,-236.37018936258022,-7.775897366270645,214.22867825145048
4.0,-233.80251093942135,-14.930384539327619,212.48322446490747
4.0,-233.51030841723932,-5.527505064090166,215.09280204680536
4.0,-233.5908244057386,-6.595973804031448,214.5518091241898
4.0,-232.05796458160648,-10.69610750837335,213.216541049554
4.0,-231.1752023324893,-11.198124893836845,212.55069812136475
4.0,-233.14524702573868,-11.32881324913201,214.25135146895656
4.0,-232.61672437698812,-13.143136165366892,213.41215043192085
4.0,-239.1828387155734,-9.292520061167139,212.16275702695555
4.0,-236.69890302229547,-9.154046296568964,212.83596404371747
4.0,-236.77513636208627,-9.738895593598505,212.7946718067831
4.0,-235.28468334962196,-14.293624126954157,211.85114343057674
4.0,-234.38196418594836,-7.341055271868374,213.02398725558342
4.0,-234.06561102718004,-13.132128975656927,214.70269239633674
4.0,-232.19242613599252,-13.497153574928607,212.38709373999114
4.0,-233.4375528424411,-13.621297517987028,213.41891758137663
4.0,-231.17244481008902,-13.587212664727092,211.63486058260855
4.0,-232.79138292471032,-13.7795109056406,212.5087366922549
4.0,-231.60155623876716,-14.910813468132329,212.02493195483237
4.0,-228.11920322110188,-6.255366762674171,217.11196703543249
4.0,-248.7165529454921,-20.505421806553798,201.6956379350529
4.0,-245.34678472859378,-20.679321682001895,201.76307511217635
4.0,-246.15885205310263,-15.665290895881176,204.54006325115876
4.0,-244.94323541819404,-16.954461381103073,203.91923773764395
4.0,-243.6438171367807,-22.522566448227415,203.48676668206207
4.0,-245.71796950804483,-13.575442332723577,207.07019618165535
4.0,-244.5322586857187,-14.181095450449405,206.52302397458456
4.0,-243.67178754817058,-18.201091245628636,206.16964438453263
4.0,-243.67469126263887,-18.28488439476818,206.15879771628641
4.0,-239.95436183333933,-22.320116065079137,203.5222378061041
4.0,-242.3351711031429,-12.344790618546526,207.85436217254573
4.0,-240.0011257945325,-13.69859258543341,205.62232251315515
4.0,-238.3937024342676,-13.074111304354869,206.5112875370292
4.0,-240.50742057917535,-13.603246546674818,208.30147344859856
4.0,-240.53695303731422,-13.660443710472869,208.26362623433084
4.0,-238.58760311430908,-15.606595438177004,207.14566336505555
4.0,-239.2823998353253,-17.19441065475285,207.86439758560533
4.0,-238.3028808688134,-17.38751176396232,207.18465585721233
4.0,-240.26400613916474,-17.60246530952113,208.79146549327686
4.0,-238.2767680829593,-17.490402527817057,207.43835911284455
4.0,-239.16093514305874,-17.569196255407046,208.38817661717573
4.0,-246.81225293834765,-12.509373201613373,206.89408810361493
4.0,-246.51671678575065,-14.95003857646045,205.75189007423563
4.0,-245.99147183556332,-16.911043253407453,206.52908424597013
4.0,-245.14522911555426,-17.342155459536347,206.18179935785994
4.0,-244.8098165830122,-18.3150354803904,204.9015111923478
4.0,-242.4709865852692,-16.771240147209305,206.4170471699584
4.0,-243.78952346298223,-19.537330934515342,208.23107598548717
4.0,-238.99787188051587,-21.873080913207353,203.7270362172837
4.0,-239.91957993087996,-22.480013521640192,203.77766866791185
4.0,-239.9149974777374,-22.558165445663228,203.77442736235483
4.0,-239.0210149509682,-22.68790269946173,203.32793180075873
4.0,-241.91015540062423,-8.259873564933192,208.26362242021992
4.0,-239.7662826185422,-12.554397419026815,205.98061107471574
4.0,-241.24848702766545,-12.88892476044804,208.43645819587795
4.0,-239.97791469851308,-14.71187994560009,207.76370995326087
4.0,-239.66753625466666,-17.996720578301925,207.6913506542117
4.0,-241.7967500250432,-18.435360964220816,209.3496650752469
4.0,-236.88036969065942,-14.468478301574114,206.7062598634179
4.0,-237.7134968562169,-17.251665176144495,207.79874271026435
4.0,-237.73226561542455,-17.479012191349362,208.39248666288046
4.0,-238.68511352052704,-17.61392902858166,209.59135157941296
5.0,-243.05981374940106,-79.16674512121921,225.23746110834747
5.0,-237.9371477744433,-80.04522394058266,231.96176648561308
5.0,-240.92837550299828,-79.3717759544228,227.98594501348242
5.0,-257.7117686207257,-75.47712981114385,211.53035369422977
5.0,-256.40294533300727,-76.63620295636048,210.86771638932262
5.0,-256.545316615555,-75.0295594206302,214.70515490818323
5.0,-259.2973393088459,-75.8240716461403,216.98363166889354
5.0,-256.321110301705,-75.14394195335873,214.26685838917743
5.0,-253.4145647574961,-74.31789707991308,211.5165854422521
5.0,-255.3448368215601,-75.75044056344838,213.34625933099753
5.0,-253.94366798618637,-74.682442207839,218.76581166351005
5.0,-252.5369902352502,-75.75397484478772,217.17612236234157
5.0,-244.268564944592,-77.23100983485928,216.42859225160583
5.0,-244.2499276785036,-77.20730948527344,216.4580800878205
5.0,-244.27805933982833,-77.26111183530969,216.40713150761323
5.0,-245.28253180112424,-77.5532143629987,217.2182660249909
5.0,-250.74687135769744,-79.43122087620374,222.6363141027748
5.0,-242.6372465311197,-77.52737765201996,215.22365967032286
5.0,-242.68031134265448,-77.53758688348965,215.171421147435
5.0,-256.9643269917242,-74.6782067962023,213.14460316795055
5.0,-256.9533999234392,-74.16611994178602,216.57142704198066
5.0,-255.88113038534667,-75.08512383061233,215.97827865410642
5.0,-252.49027209443574,-77.39245350990039,215.7617789957619
5.0,-252.01155899537767,-76.38076279670446,217.89913143796895
5.0,-244.93562378345075,-76.3795920702479,215.5418160651413
5.0,-243.79718176316578,-76.41187686353031,214.962184574783
5.0,-244.61543901474568,-78.50799533028594,219.2797024190365
5.0,-244.5820891621001,-78.5484201832694,219.3024249203671
5.0,-256.16458735251535,-75.25733177523206,200.89211168838204
5.0,-254.14490014663943,-74.41056440557692,201.41184490053516
5.0,-257.04388624462484,-75.20379392894031,203.140074663939
6.0,-211.04711381356373,-27.997396455400654,293.14232561163055
6.0,-209.20633670137045,-27.737997470953253,290.4034823586283
6.0,-206.84776437435025,-27.34885329256061,291.6058687831525
6.0,-207.1179579174802,-32.00611149503927,292.34868127747916
6.0,-219.51125706343205,-12.530136734574093,275.0248077286379
6.0,-217.42419704416722,-19.790304938130493,277.5145009235297
6.0,-213.14655124194383,-18.653968635131985,279.68765830134754
6.0,-213.8155368297314,-18.892854559729628,281.0422128142861
6.0,-214.22774947045855,-19.19153329851409,281.09454864915324
6.0,-212.47132245802808,-20.64218767477368,278.8843926163832
6.0,-215.07797535977966,-22.256433937873403,281.90967654501725
6.0,-210.74682640471502,-12.600889043959775,279.40610825041733
6.0,-213.20963351031833,-27.948408872922275,285.71610487726906
6.0,-211.7291226489437,-29.719431565960612,287.37519279063326
6.0,-217.93880512796161,-12.049727882657605,275.5708447868831
6.0,-218.36316442218563,-18.068522815674747,275.8774603541857
6.0,-218.99869159879745,-20.255535450439684,276.6919341409353
6.0,-218.7065864972601,-22.142065098334946,276.5192933512908
6.0,-216.35922392339742,-20.877525504085526,278.5980625442215
6.0,-213.64074979588324,-14.435948262691502,277.90439989089526
6.0,-214.68266682563737,-20.970449975164666,280.9425277225796
6.0,-215.29970300558242,-22.971946500027137,281.6813621006396
6.0,-218.91284123179574,-28.905810660865296,287.045409263273
6.0,-211.27166434385364,-15.526750422710972,278.4562265919604
6.0,-211.26394671849687,-15.847072190546507,279.0120024972722
6.0,-208.51542687430737,-16.41412309218093,279.7921451211976
6.0,-207.3193773111821,-15.861120460057725,282.4913439043899
6.0,-226.5565118541422,-4.84038886064784,261.41474427067703
6.0,-226.6030623077172,-4.7849239563081785,261.3754150746375
6.0,-229.27882984674707,-8.619132781435747,264.6678806812559
6.0,-229.05461983223304,-15.197693337016535,265.02928894040264
6.0,-227.1456731113333,-6.625349358611429,265.61687201643355
6.0,-227.16102554588858,-8.654619976589258,266.09210430112284
6.0,-227.80557421624235,-13.394176769995896,267.70042129879187
6.0,-225.8971215580095,-8.822163564674696,267.92046413499696
6.0,-225.34819801836287,-21.032305907326755,272.51138229008615
6.0,-223.37858906789367,-10.678434816154871,272.3625150464437
6.0,-222.15459896632314,-12.565819272979333,271.69675337184395
6.0,-221.84399358919893,-13.099552408194352,271.13689415296085
6.0,-221.79255953063432,-13.07218565204013,271.1802899086548
6.0,-222.90598451157425,-13.192298166779247,272.91401068710246
6.0,-222.33581527659857,-14.332586149227241,273.2385193342318
6.0,-224.0249307950952,-18.298204008178033,275.8183388336435
6.0,-220.84804702289682,-12.843520876637161,273.89086484357796
6.0,-226.1186404908908,-6.732079773333299,262.4181993657575
6.0,-229.66261833476173,-8.720641908196864,267.29460775195287
6.0,-225.37276966165163,-9.578282940189695,260.8841658262969
6.0,-227.0177637502456,-13.38810781267478,268.77042565979264
6.0,-223.94549531449442,-15.22481445207221,268.41904716332226
6.0,-223.96708526506114,-10.263060723606728,272.2829478125789
6.0,-224.32951840505274,-11.920351899543478,272.25180038303967
6.0,-223.93314653639936,-11.990945519001146,271.9811016788566
6.0,-223.24553378601513,-11.992551174105326,271.17981198416646
6.0,-221.70071127639858,-13.292823306892894,269.18438926295545
6.0,-224.3117589696077,-13.551806384100155,273.406141976004
6.0,-223.13044804844125,-14.504257790297203,271.5124993207273
6.0,-224.91445650149,-13.95611339861616,273.113260851907
6.0,-223.68497448583847,-14.079384172382385,271.9842577370438
6.0,-225.75611920572774,-14.233905857986407,273.62556626614827
6.0,-225.54372203784206,-14.40864433647604,273.5273665396771
6.0,-223.08167546026587,-14.252166319703429,271.1918133939532
6.0,-225.54795773846016,-14.500677071472696,273.51901022215606
6.0,-223.06467255341357,-14.359220882030177,271.2908622553217
6.0,-223.06747309701518,-14.418126146805323,271.2854352770596
6.0,-222.40763771195515,-18.238022079860137,271.7793551187654
6.0,-223.96655760849376,-20.239552597900982,273.994015566195
6.0,-223.68761337057023,-18.903398377912332,277.6473402760299
6.0,-207.72651996285225,-22.229338338177776,285.82740585880646
6.0,-207.65433699108695,-25.296819242901336,289.60883451520846
6.0,-205.0027710592765,-28.514965338130008,292.6656297726045
6.0,-220.86528085905425,-9.051285837201855,272.45651333369165
6.0,-222.54136424029429,-11.209428030611553,274.1063192010036
6.0,-221.62379592804223,-13.014685435737709,274.3410884577902
6.0,-222.09127946388722,-16.411417051784667,274.94945860339925
6.0,-223.7960387173629,-18.26006573312863,276.3254570102391
6.0,-237.57079864226787,-9.867683609988863,260.88970502456283
6.0,-231.42568855539852,-7.041626064894227,256.9656094636107
6.0,-231.6275782791695,-7.0868600185350195,257.0210391330302
6.0,-234.94541049437046,-7.213977289256724,261.04100853158167
6.0,-234.0911197599601,-10.193376554726985,259.8567381615765
6.0,-235.788964165142,-10.38834120089883,261.45769325670744
6.0,-235.2171712025798,-10.551983351391709,260.8256034522036
6.0,-231.1492828128443,-8.03864373839261,259.6479811138689
6.0,-238.5097684416142,-11.315469721382222,259.5725027853245
6.0,-231.9150891579233,-7.945093038482014,259.73674682735964
6.0,-231.32473244490353,-7.98087953263201,259.53647577224655
6.0,-230.6200939839018,-8.04986153726344,258.82791280600543
6.0,-230.4259147457293,-9.622740966188251,258.3293254554646
6.0,-230.74576901758,-8.379858905421539,261.3996278171021
7.0,-219.86519280031942,-96.8109693773475,289.27588315570307
7.0,-216.2323256628298,-95.23718637063563,284.060748573483
7.0,-213.06398139589461,-93.9294070650298,278.9992517783404
7.0,-213.8023062082068,-92.50563341153645,285.7264804876333
7.0,-211.15421249421598,-92.4878744461411,281.75454139169176
7.0,-211.50218806650062,-92.7770628588854,282.8822825955335
7.0,-213.89332018131216,-93.95131890062035,285.78799226872525
7.0,-209.97652469025775,-91.85225526960062,277.532320740155
7.0,-209.9555575534777,-91.83658101053254,277.55336967010646
7.0,-208.67976142761464,-91.40582482629438,276.24049268992894
7.0,-211.1546024636918,-92.64274494552123,279.0632605699832
7.0,-216.2519937054928,-95.19738584502633,285.52493061424406
7.0,-216.187501860742,-95.19519515582019,285.4541530196217
7.0,-218.4390437176466,-96.57341832647994,288.403197965709
7.0,-213.2023193370223,-93.5305842645092,282.34772151005
7.0,-212.5526752522836,-93.2436474662044,281.2632800069637
7.0,-208.42947873493074,-91.48879747809505,275.76783101241426
7.0,-210.81293039265842,-92.57181677102743,278.7962318386072
7.0,-216.18716051917735,-94.98902665458871,285.657421722263
7.0,-218.5231511003138,-96.193670891152,290.0048921665929
7.0,-219.05692087024224,-96.19201041935476,289.2633433714516
7.0,-216.14146185107063,-94.97614158051091,285.6962847894639
7.0,-214.73619330113758,-94.38832969965907,283.5966367478895
7.0,-214.5037482470375,-94.34173942114172,283.51662242770755
7.0,-211.38278734305712,-93.42570885631845,279.630341845119
7.0,-212.25442662450394,-93.86905456027348,280.9810386915026
7.0,-207.99612164411587,-89.43597984319105,280.0695698509469
7.0,-212.11239870728838,-91.7983137150749,284.98544104377146
7.0,-213.96923153093016,-93.73576980146633,286.52127114006134
8.0,-299.1712744037041,-41.73770393390497,203.28422782871613
8.0,-282.30944000678903,-36.326244448964594,204.85404759293561
8.0,-281.787880700612,-39.3062912831902,203.8721716819608
8.0,-299.9445951503249,-37.05745769754352,201.830599043368
8.0,-296.492771099856,-39.21476299265916,200.74551985870224
8.0,-299.6317939883955,-39.80500597817436,202.94561527461633
8.0,-298.86759750527915,-34.230779432122496,204.97825940337438
8.0,-286.38446618338526,-32.45869377565972,202.21079730009993
8.0,-286.51897193680736,-37.195855182567335,203.04506328461352
8.0,-289.7452497324258,-40.647057638681915,204.6591452687766
8.0,-278.8399567757296,-39.82427887148637,200.5047385309965
8.0,-278.8124461920645,-39.7879108228023,200.55021031268407
8.0,-283.4685714320105,-40.76398489118715,204.93166087010934
8.0,-299.56487582877014,-36.15480425650848,200.99155560815976
9.0,-291.65689338894015,-24.355006165989625,281.08370251723113
9.0,-295.6870847364333,-32.66660176770567,261.39795160665574
9.0,-295.67265383910427,-30.85170839270295,265.0518168806907
9.0,-287.34692676392393,-32.165240390722545,258.1783446509351
9.0,-292.82288725598374,-26.177458485914666,265.98722210712685
9.0,-293.7707100138398,-27.496342805048116,266.73332115969555
9.0,-288.72303063447094,-31.891599863276483,275.2895963830982
9.0,-292.2387306609281,-25.18513337207303,264.8090359618168
9.0,-291.78232695240996,-26.198207386651642,263.96097339068103
9.0,-288.52234279903234,-25.60617626277291,263.51851915262426
9.0,-294.2585919806801,-28.102396443104375,269.24118896560657
9.0,-292.4900461031214,-28.31908937370949,268.432577270268
9.0,-293.1407499252752,-27.085864405335133,276.677159372832
9.0,-288.4419393766239,-32.31673341674923,273.36729479479766
9.0,-289.8181617904713,-33.042766535293296,275.1626183043501
9.0,-290.41629595222366,-29.54471905773838,279.3307108495803
9.0,-294.7674296997925,-32.81142757080506,250.32530558568186
9.0,-294.78846351500323,-32.83594185797125,250.29732061767044
9.0,-299.64524911387963,-34.772593753295524,257.9525024489868
9.0,-299.2978574177182,-34.191574164169964,259.57817597181366
9.0,-299.23397559290345,-34.19328726627677,259.6515888576577
9.0,-288.598022972436,-30.849927032895156,254.54861239778734
9.0,-288.7575308589454,-31.11165319810443,253.45285628541123
10.0,-215.1409572444252,-69.6774784835329,213.0997228794503
10.0,-211.27711498072924,-78.81481531803338,210.3158858683733
10.0,-211.02937854485162,-79.00288670136338,209.30713475953013
10.0,-215.11636586890899,-65.94780913166773,210.76465332481766
10.0,-215.10649874273028,-65.99847501490093,210.75886453336912
10.0,-216.1190486327801,-68.72621849814827,212.10972275502098
10.0,-211.74989569104198,-76.94882649022571,208.1907263825794
10.0,-212.4835301312136,-75.893004359455,212.1870965351079
10.0,-211.03894533375725,-78.9568528582704,212.28474897448
10.0,-210.57156820892973,-78.50974352871762,211.73293685647968
10.0,-217.19562397634593,-67.26406059704452,208.2186290398836
10.0,-212.20023047549515,-74.98679131193938,205.77426257723573
10.0,-214.0265139156008,-75.80561506712763,207.63280441546706
10.0,-214.455008015895,-76.15343448102855,208.39728626955733
10.0,-217.62250531583496,-72.74640679429875,207.34596580178138
10.0,-217.08652043943266,-67.66259517403846,208.4406676055639
10.0,-216.43354352396918,-67.51886051985154,207.95658436637802
10.0,-218.87050657175803,-68.7019410470854,210.69573727838292
10.0,-216.86391577827735,-68.82665392556072,208.34143501417174
10.0,-212.94839560424143,-75.12583270274084,206.28772575536476
10.0,-212.2946042094945,-75.03198805794536,205.66041334181256
10.0,-213.14893339947426,-77.15366935930169,208.76616783007321
11.0,-205.7343656213296,-32.0467588597898,200.4825706513253
11.0,-205.68307750525605,-32.066195671929876,200.53208174526202
11.0,-206.7487525807531,-30.466814337488945,200.52220292715094
11.0,-229.92899831993088,-31.693613510594822,215.67829165507362
11.0,-224.4787886293146,-32.871904076135436,211.45212009586726
11.0,-219.87970221807478,-30.99924505079122,210.04382461544424
11.0,-219.16799845440923,-31.332930404959345,209.04455512521022
11.0,-216.96106758627062,-31.01278930101945,206.65676026275628
11.0,-216.34778486898944,-32.371462717779785,206.16208991555155
11.0,-216.31458991386523,-32.392115428723216,206.19367590448473
11.0,-230.3172827780752,-31.10856635071991,215.2799931776073
11.0,-227.739138515856,-31.33908415019142,213.1163185944286
11.0,-227.47437028038098,-32.10956358598045,212.45869533291284
11.0,-228.93806562606184,-32.39277589452557,213.73292134091548
